id_contribuinte,cnpj,razao_social,cnae,desc_cnae,porte,regime_tributario,bairro,data_abertura,ativo,risco_latente,email,telefone
895,10.548.574/1721-00,Cardoso,9311-5,Academias e fitness,MEI,MEI,Centro,2018-12-04,1,0,azevedojulia@pastor.com,0500 537 4475
896,29.493.817/3598-00,Cardoso Cassiano S.A.,9602-5,Cabeleireiros e similares,MEI,MEI,Ilha Porchat,2023-10-09,1,1,unovaes@goncalves.gov.br,+55 31 5348 5443
897,02.155.732/5737-00,Novais,8630-5,Atividades de atenção à saúde,ME,Lucro Presumido,Jardim Rio Branco,2025-08-15,1,1,ayllamacedo@andrade.net,0500-621-1856
898,90.216.667/0808-00,Novaes,4120-4,Construção de edifícios,MEI,MEI,Cidade Nautica,2018-04-18,1,0,wmendes@azevedo.br,0300 868 3475
899,85.874.951/1918-00,Viana,9311-5,Academias e fitness,EPP,Lucro Presumido,Centro,2023-04-21,1,0,kandrade@cunha.br,+55 (021) 3685 9632
900,81.979.316/4772-00,Borges Monteiro - EI,5310-5,Atividades dos correios,MEI,MEI,Glória,2025-06-04,1,0,portoluiz-otavio@pastor.com,+55 81 0812-9046
901,95.786.069/4096-00,Cirino,7490-1,Consultoria empresarial,GR,Lucro Real,Vila Nova,2026-01-31,0,1,fogacamaria-luisa@monteiro.gov.br,61 7883-8633
902,24.395.873/9592-00,Farias,4330-4,Acabamentos em construção,ME,Lucro Presumido,Vila Bocaina,2018-07-22,1,0,maria-helena82@da.com,(031) 6982 4650
903,21.089.028/5155-00,Carvalho Ferreira S.A.,5611-2,Restaurantes e similares,MEI,MEI,Cidade Nautica,2021-03-04,1,1,caldeiramarcos-vinicius@da.com,(041) 2299-1104
904,26.433.502/7160-00,Costa,4120-4,Construção de edifícios,EPP,Simples Nacional,Cidade Nautica,2022-10-20,1,0,manuelaaragao@albuquerque.edu.br,84 2726 0984
905,77.633.691/1289-00,Santos,4120-4,Construção de edifícios,MEI,MEI,Centro,2016-06-20,1,0,wsales@ribeiro.edu.br,(051) 1565 8098
906,31.795.563/3185-00,Moreira Vieira S/A,8599-6,Treinamento e capacitação,EPP,Simples Nacional,Glória,2025-02-22,1,1,moreiramarcos-vinicius@camargo.org,+55 (081) 1120 5502
907,00.666.155/4164-00,Castro,4771-7,Comércio farmacêutico,MEI,MEI,Parque Bitaru,2016-08-12,1,0,da-cunhabruno@rodrigues.gov.br,+55 71 2002-9360
908,70.450.232/9028-00,Casa Grande,7490-1,Consultoria empresarial,MEI,MEI,Porto Grande,2020-02-25,1,2,kaiquealbuquerque@gomes.com.br,+55 11 7491 5490
909,93.459.626/2282-00,Sá Câmara - EI,8512-1,Ensino fundamental,MEI,MEI,Centro,2024-07-10,1,1,tpeixoto@abreu.com,0900-557-4796
910,12.073.465/4950-00,Pimenta da Paz S.A.,5620-1,Serviços de alimentação,ME,Lucro Presumido,Porto Grande,2021-04-14,1,0,beniciopastor@duarte.br,+55 21 3029 3401
911,70.260.869/8221-00,Almeida Moraes S/A,6911-7,Atividades jurídicas,MEI,MEI,Porto Grande,2016-06-12,0,0,luiz-gustavo46@barbosa.br,+55 (051) 4475-9844
912,11.776.872/9047-00,da Costa e Filhos,4330-4,Acabamentos em construção,ME,Simples Nacional,Vila Bocaina,2022-06-21,1,1,luana50@camargo.net,(011) 3774-9747
913,85.917.793/2382-00,Albuquerque,8630-5,Atividades de atenção à saúde,ME,Simples Nacional,Vila São Jorge,2025-08-07,1,0,milena81@lima.net,+55 81 5786 5567
914,11.649.133/4245-00,Barros,5611-2,Restaurantes e similares,MEI,MEI,Vila Nova,2019-07-06,1,2,vieiracecilia@silveira.br,0800-882-7660
915,25.652.906/0320-00,Novais,8511-2,Educação infantil,EPP,Lucro Presumido,Glória,2019-03-04,1,0,marcos-vinicius16@leao.com.br,+55 21 5034 4975
916,65.097.753/9673-00,Rodrigues e Filhos,6202-3,Desenvolvimento de sistemas,GR,Lucro Real,Japuí,2024-05-29,1,1,tpastor@azevedo.gov.br,0800 073 7165
917,48.552.457/8715-00,Cunha Novais - EI,8630-5,Atividades de atenção à saúde,ME,Lucro Presumido,Vila Margarida,2020-05-22,1,1,nogueiramarina@machado.gov.br,+55 (061) 0833 5267
918,56.082.137/1184-00,Viana,8630-5,Atividades de atenção à saúde,EPP,Simples Nacional,Glória,2016-10-29,1,1,ana-liviarios@freitas.br,(051) 7686 5537
919,68.182.683/2303-00,Viana Machado S/A,6920-6,Atividades contábeis,MEI,MEI,Parque Bitaru,2022-06-12,1,0,martinsdante@fernandes.br,+55 21 6899-3003
920,88.085.838/2521-00,Jesus e Filhos,6920-6,Atividades contábeis,MD,Lucro Presumido,Alto da Boa Vista,2018-06-22,1,0,vitor-hugo93@martins.br,+55 (011) 8424-2590
921,28.963.406/4686-00,da Rocha,4921-3,Transporte rodoviário coletivo,ME,Simples Nacional,Ilha Porchat,2020-11-28,1,0,garciaenrico@machado.com,84 2856-6007
922,40.148.439/9106-00,Duarte,8511-2,Educação infantil,ME,Lucro Presumido,Japuí,2016-06-25,1,1,ceciliasales@sampaio.com,+55 (084) 3810-5697
923,36.266.933/5134-00,Pimenta e Filhos,8512-1,Ensino fundamental,MD,Lucro Presumido,Glória,2024-03-04,1,0,aabreu@da.com.br,+55 (051) 4690 9524
924,92.372.450/1848-00,Guerra Sousa S/A,7711-0,Locação de automóveis,MEI,MEI,Jardim Rio Branco,2024-09-26,1,0,sarahcavalcante@novaes.com,0300-519-1568
925,74.189.721/5406-00,Abreu Rodrigues S.A.,4921-3,Transporte rodoviário coletivo,MD,Lucro Real,Catiapoa,2024-06-02,1,1,gfarias@da.br,+55 71 7868 7246
926,76.927.438/1199-00,Machado e Filhos,8630-5,Atividades de atenção à saúde,MEI,MEI,Vila Nova,2023-08-18,1,1,brunaguerra@novais.com.br,84 2963 5902
927,66.014.448/5645-00,Caldeira Guerra - ME,4330-4,Acabamentos em construção,MD,Lucro Real,Ilha Porchat,2024-02-20,1,1,marquesmatheus@da.br,+55 61 5418 0357
928,97.396.417/8996-00,Garcia,8599-6,Treinamento e capacitação,MD,Lucro Real,Catiapoa,2020-12-24,1,0,jcirino@ferreira.org,81 2621-8143
929,19.191.135/9966-00,Aparecida Nogueira e Filhos,7711-0,Locação de automóveis,EPP,Simples Nacional,Alto da Boa Vista,2025-09-29,1,0,ramoslavinia@montenegro.gov.br,61 0995-1507
930,77.980.660/3920-00,Rios da Cunha Ltda.,6202-3,Desenvolvimento de sistemas,EPP,Lucro Presumido,Vila Nova,2020-02-10,1,1,gomesdavi@silva.edu.br,(021) 8923 7192
931,60.745.553/4705-00,Almeida,6911-7,Atividades jurídicas,EPP,Simples Nacional,Cidade Nautica,2017-11-23,1,1,rochaluara@moura.com,(021) 7818-3393
932,88.565.271/5598-00,Cavalcanti,8630-5,Atividades de atenção à saúde,MEI,MEI,Catiapoa,2023-05-16,1,0,joaquimgoncalves@cassiano.org,+55 81 4877 1611
933,41.165.972/6347-00,Câmara,4330-4,Acabamentos em construção,GR,Lucro Real,Ilha Porchat,2026-01-06,1,2,monteirofernanda@moraes.edu.br,0500 176 0060
934,22.501.394/8848-00,Jesus,8511-2,Educação infantil,MEI,MEI,Glória,2024-01-30,1,0,emilly49@cunha.br,+55 51 3254 8417
935,11.964.258/5626-00,Porto,7711-0,Locação de automóveis,MEI,MEI,Catiapoa,2025-06-23,1,1,breno18@sousa.net,+55 (084) 8069-6704
936,37.038.240/7333-00,Barros,8650-0,Atividades de saúde humana,EPP,Simples Nacional,Vila São Jorge,2021-01-06,1,0,gabrieldas-neves@andrade.org,0500-326-7364
937,04.309.776/8893-00,Nunes,8511-2,Educação infantil,ME,Simples Nacional,Japuí,2024-01-18,1,1,maysa04@camargo.org,+55 41 5217-6379
938,96.454.655/3585-00,Santos Moura Ltda.,4771-7,Comércio farmacêutico,EPP,Lucro Presumido,Vila Nova,2020-06-26,1,0,costaaurora@gomes.net,(051) 8718-0388
939,38.921.878/5193-00,Nogueira,5611-2,Restaurantes e similares,ME,Lucro Presumido,Ilha Porchat,2022-08-05,1,0,zoeviana@pinto.com.br,+55 (061) 6040 3258
940,49.079.779/6120-00,Duarte,5310-5,Atividades dos correios,MEI,MEI,Parque Bitaru,2023-02-05,1,0,caroline30@farias.gov.br,+55 (011) 0796 0477
941,57.215.149/4097-00,Leão,5310-5,Atividades dos correios,EPP,Simples Nacional,Porto Grande,2022-11-19,1,2,milena67@viana.br,+55 71 3148 5692
942,74.845.398/6289-00,Almeida,5611-2,Restaurantes e similares,ME,Lucro Presumido,Catiapoa,2025-11-02,1,1,vasconcelosemilly@pacheco.br,+55 (011) 0821-9431
943,59.119.186/2339-00,Carvalho Ferreira S/A,6201-5,Desenvolvimento de software,MEI,MEI,Jardim Rio Branco,2020-06-24,1,0,uvasconcelos@da.com,21 6435-5666
944,71.511.696/6672-00,Lopes,5620-1,Serviços de alimentação,MEI,MEI,Centro,2016-07-22,1,0,rafaela69@ramos.br,+55 (081) 1073 4367
945,52.647.124/6335-00,das Neves,5620-1,Serviços de alimentação,EPP,Simples Nacional,Cidade Nautica,2022-06-04,1,2,uda-paz@costa.edu.br,84 0444-0768
946,18.409.080/5120-00,Jesus - EI,7490-1,Consultoria empresarial,MEI,MEI,Parque Bitaru,2023-01-11,1,0,juliabrito@novais.br,(051) 0435-0326
947,56.409.951/2397-00,Martins S/A,4771-7,Comércio farmacêutico,EPP,Simples Nacional,Centro,2024-10-08,1,0,iramos@farias.edu.br,+55 (051) 2247-1315
948,29.592.728/2709-00,da Cunha,4120-4,Construção de edifícios,ME,Lucro Presumido,Vila Margarida,2026-01-18,0,1,pedro-lucascostela@pimenta.gov.br,+55 (051) 8416 1692
949,44.152.982/1739-00,Araújo S/A,5310-5,Atividades dos correios,ME,Simples Nacional,Glória,2016-09-20,1,0,amandanogueira@viana.com.br,0800-476-7023
950,86.718.153/5237-00,Cirino,4921-3,Transporte rodoviário coletivo,ME,Lucro Presumido,Parque Bitaru,2021-02-08,1,1,alana38@garcia.br,0900 090 4731
951,07.918.158/9988-00,Correia S.A.,7711-0,Locação de automóveis,ME,Simples Nacional,Vila São Jorge,2021-08-14,1,0,ana-vitoria37@freitas.com,+55 (071) 8831-5394
952,52.734.666/6170-00,Barbosa S/A,5310-5,Atividades dos correios,EPP,Simples Nacional,Cidade Nautica,2020-04-25,1,0,oliveiraemanuel@araujo.com,41 6471 2775
953,64.740.803/1499-00,Mendonça Albuquerque Ltda.,6911-7,Atividades jurídicas,EPP,Lucro Presumido,Alto da Boa Vista,2017-12-06,1,0,xmartins@vargas.br,+55 81 2539-0748
954,00.463.580/6882-00,Santos Santos e Filhos,6911-7,Atividades jurídicas,GR,Lucro Real,Esplanada dos Barreiros,2022-12-30,1,0,isis33@cardoso.net,(051) 6493-1163
955,72.351.373/9900-00,Souza,6202-3,Desenvolvimento de sistemas,MEI,MEI,Vila Margarida,2016-04-20,1,0,jose-miguel62@da.com.br,+55 (061) 9550 4200
956,40.352.635/6022-00,Santos,4120-4,Construção de edifícios,MEI,MEI,Porto Grande,2017-06-09,1,2,barbara72@ribeiro.com,+55 61 9847 6998
957,69.434.606/6643-00,da Mota,4921-3,Transporte rodoviário coletivo,GR,Lucro Real,Porto Grande,2019-04-16,1,0,hda-rosa@moraes.com,61 8121-4341
958,06.072.311/1271-00,Novaes Monteiro e Filhos,8512-1,Ensino fundamental,ME,Lucro Presumido,Alto da Boa Vista,2018-03-21,1,1,dsilva@pimenta.com,41 8170 4543
959,46.484.494/1163-00,Pastor,6911-7,Atividades jurídicas,MD,Lucro Presumido,Jardim Rio Branco,2020-03-13,1,0,dcorreia@garcia.br,(021) 1935-0381
960,28.077.113/0621-00,Pires,5310-5,Atividades dos correios,ME,Lucro Presumido,Catiapoa,2026-01-24,1,0,enzo-gabriel30@rios.br,(061) 1910 9021
961,95.727.908/3350-00,Siqueira,7490-1,Consultoria empresarial,EPP,Simples Nacional,Vila Bocaina,2021-01-05,1,0,daniela32@barros.com,+55 (041) 5783 7105
962,42.573.066/2481-00,Abreu Rezende - EI,5611-2,Restaurantes e similares,ME,Lucro Presumido,Ilha Porchat,2018-09-23,1,0,gpires@costa.br,+55 21 4044 4683
963,70.713.984/8228-00,da Conceição,4120-4,Construção de edifícios,EPP,Lucro Presumido,Vila Nova,2019-08-05,1,0,msousa@macedo.com,+55 (051) 0148 6170
964,16.880.925/5021-00,Campos,6202-3,Desenvolvimento de sistemas,ME,Simples Nacional,Vila Nova,2019-05-17,1,0,leandro93@teixeira.edu.br,71 4409-8019
965,90.691.309/8107-00,Cavalcanti,6201-5,Desenvolvimento de software,ME,Lucro Presumido,Centro,2020-05-29,1,0,arthur-gabrielmoraes@sales.com,(084) 1495 7626
966,96.737.945/7727-00,Borges,7711-0,Locação de automóveis,ME,Lucro Presumido,Vila Nova,2019-06-26,1,0,imonteiro@rocha.gov.br,0300-350-8213
967,42.642.506/4207-00,Cassiano,6920-6,Atividades contábeis,ME,Simples Nacional,Japuí,2022-08-08,1,1,mathias18@gomes.com,41 6044 5101
968,25.366.677/7675-00,Ribeiro Abreu S/A,5310-5,Atividades dos correios,EPP,Simples Nacional,Vila Bocaina,2025-05-23,1,1,zandrade@azevedo.gov.br,(081) 6451-1399
969,83.333.939/5786-00,Mendes,7711-0,Locação de automóveis,MEI,MEI,Jardim Rio Branco,2016-11-11,1,1,goncalvesjoao-gabriel@farias.org,+55 (061) 9113-9741
970,27.187.496/0335-00,Cardoso S/A,8650-0,Atividades de saúde humana,ME,Simples Nacional,Vila Bocaina,2017-06-26,1,0,tcaldeira@rios.gov.br,(071) 5911-7124
971,86.270.369/2492-00,Martins Dias S/A,5620-1,Serviços de alimentação,MEI,MEI,Porto Grande,2024-09-12,1,0,jose84@mendonca.com,0500 475 4493
972,65.732.759/9801-00,Lopes Teixeira - EI,9311-5,Academias e fitness,EPP,Simples Nacional,Japuí,2017-06-08,1,1,smarques@fernandes.net,+55 31 6504 1237
973,05.155.323/4159-00,Abreu - ME,7490-1,Consultoria empresarial,EPP,Simples Nacional,Centro,2020-03-05,1,0,allana15@andrade.com.br,(081) 1977 8051
974,52.441.822/2618-00,Mendes Carvalho - EI,9311-5,Academias e fitness,ME,Lucro Presumido,Parque Bitaru,2020-11-05,1,0,mariane48@da.com,+55 (051) 1713-1538
975,87.431.271/0267-00,Teixeira Ltda.,9602-5,Cabeleireiros e similares,MEI,MEI,Esplanada dos Barreiros,2022-07-02,1,0,flima@nunes.gov.br,+55 (061) 9636 3588
976,57.992.707/9551-00,Carvalho,5620-1,Serviços de alimentação,MEI,MEI,Alto da Boa Vista,2019-06-30,1,0,rsouza@duarte.br,+55 11 1379 6493
977,94.621.354/1597-00,Pastor Marques - ME,7490-1,Consultoria empresarial,ME,Simples Nacional,Japuí,2021-09-13,0,1,teixeiramaria-luisa@brito.org,+55 (051) 2575-2288
978,54.384.807/5203-00,Martins Campos S/A,9311-5,Academias e fitness,GR,Lucro Real,Japuí,2022-11-15,1,2,mariahsantos@viana.com,+55 (041) 7414-4789
979,50.471.580/2909-00,da Conceição Rocha - ME,8630-5,Atividades de atenção à saúde,ME,Lucro Presumido,Vila Bocaina,2021-11-13,0,0,davinascimento@dias.com.br,0900-987-1778
980,76.604.655/8665-00,Abreu - ME,7711-0,Locação de automóveis,ME,Simples Nacional,Porto Grande,2022-08-27,1,1,kjesus@sales.org,(071) 9475-7104
981,37.441.715/8102-00,Casa Grande S/A,6920-6,Atividades contábeis,MEI,MEI,Esplanada dos Barreiros,2017-11-12,1,0,catarina27@lima.gov.br,+55 61 9142 7722
982,25.129.311/0059-00,Monteiro,8599-6,Treinamento e capacitação,EPP,Simples Nacional,Vila Margarida,2018-08-22,1,0,enogueira@barbosa.br,41 4883 0077
983,51.910.231/2110-00,da Paz,9311-5,Academias e fitness,ME,Lucro Presumido,Vila Nova,2023-09-01,1,0,wda-conceicao@monteiro.com,+55 (071) 1001-7683
984,16.583.737/9274-00,Vieira da Rosa - EI,4330-4,Acabamentos em construção,MEI,MEI,Centro,2017-02-16,1,0,borgesisaac@pacheco.edu.br,+55 41 5401 4988
985,28.012.342/8931-00,Duarte,9311-5,Academias e fitness,MEI,MEI,Parque Bitaru,2022-02-17,1,0,helenamachado@pastor.edu.br,71 8885 6297
986,53.269.496/8436-00,Almeida Nascimento S.A.,7490-1,Consultoria empresarial,MEI,MEI,Japuí,2023-05-30,1,1,ana-beatrizsilveira@machado.gov.br,+55 84 7703 1443
987,04.421.017/5096-00,Sampaio Garcia - ME,6920-6,Atividades contábeis,MEI,MEI,Esplanada dos Barreiros,2024-06-26,1,0,almeidajoao@dias.br,61 1827 8065
988,15.959.194/5757-00,Cirino Almeida Ltda.,8511-2,Educação infantil,MEI,MEI,Jardim Rio Branco,2020-06-27,1,2,joao-felipe00@vargas.com.br,+55 41 3793-7055
989,83.392.056/7756-00,Silveira,8650-0,Atividades de saúde humana,MEI,MEI,Vila São Jorge,2017-01-21,1,0,luisaalmeida@das.br,+55 81 3203-8702
990,26.602.562/6506-00,Porto,8511-2,Educação infantil,MD,Lucro Real,Japuí,2017-02-07,1,1,biancasilva@novaes.com.br,84 7489-6479
991,23.106.724/5307-00,Moraes,5620-1,Serviços de alimentação,MEI,MEI,Alto da Boa Vista,2017-01-07,1,1,luara45@aparecida.gov.br,(084) 6911 5615
992,37.976.627/0511-00,Pastor,8650-0,Atividades de saúde humana,ME,Lucro Presumido,Catiapoa,2019-06-06,1,0,fariasmaria-vitoria@araujo.com.br,41 4107 1509
993,38.736.704/2549-00,Gomes - ME,8512-1,Ensino fundamental,MEI,MEI,Japuí,2024-05-05,1,0,krios@cardoso.net,+55 11 0216 7651
994,45.525.971/0756-00,Vieira Ltda.,8599-6,Treinamento e capacitação,EPP,Simples Nacional,Esplanada dos Barreiros,2025-09-01,1,0,xferreira@teixeira.com,+55 81 2453 2070
995,57.485.953/2593-00,Caldeira - EI,6911-7,Atividades jurídicas,ME,Simples Nacional,Porto Grande,2021-10-04,1,1,pietro89@goncalves.org,71 0508 4674
996,37.970.581/6295-00,Santos,4921-3,Transporte rodoviário coletivo,EPP,Simples Nacional,Ilha Porchat,2020-01-03,1,0,leticia40@silveira.com.br,(031) 9189-0482
997,41.763.425/0733-00,Camargo S.A.,8512-1,Ensino fundamental,ME,Lucro Presumido,Alto da Boa Vista,2024-11-19,1,0,urezende@rocha.br,+55 31 2537-0552
998,97.824.575/9833-00,Gonçalves,6911-7,Atividades jurídicas,EPP,Lucro Presumido,Ilha Porchat,2017-05-21,1,1,vbarros@oliveira.org,(061) 2996-2635
999,03.884.366/0443-00,Andrade Almeida - ME,4921-3,Transporte rodoviário coletivo,GR,Lucro Real,Cidade Nautica,2023-08-31,1,0,gguerra@moraes.br,(061) 1116-5485
1000,61.572.768/2975-00,Lopes das Neves - ME,6201-5,Desenvolvimento de software,MEI,MEI,Vila Nova,2019-05-28,1,0,theolopes@freitas.gov.br,+55 61 5976-3964
1001,39.742.925/0105-00,Martins,8630-5,Atividades de atenção à saúde,MEI,MEI,Cidade Nautica,2019-06-26,1,0,caua76@moraes.com,(011) 0821 1024
1002,68.065.625/9045-00,Rios e Filhos,6920-6,Atividades contábeis,MD,Lucro Presumido,Vila São Jorge,2020-09-17,1,0,piresclara@araujo.br,+55 61 3352 5593
1003,80.271.122/1823-00,Rodrigues - EI,9311-5,Academias e fitness,MEI,MEI,Porto Grande,2020-03-23,1,1,salesraul@araujo.br,0800 025 0365
1004,16.517.680/8662-00,Dias,6920-6,Atividades contábeis,ME,Lucro Presumido,Vila São Jorge,2022-03-08,1,1,joaquim49@campos.com.br,+55 (084) 7989-1175
1005,21.433.080/0370-00,Macedo,7490-1,Consultoria empresarial,MEI,MEI,Parque Bitaru,2022-09-14,0,0,ana-lauraborges@brito.com,0500-222-8737
1006,28.556.608/4706-00,Macedo,4330-4,Acabamentos em construção,MEI,MEI,Ilha Porchat,2017-03-17,1,0,cmacedo@rezende.edu.br,(021) 1127 3198
1007,03.397.051/9582-00,Moreira S/A,6202-3,Desenvolvimento de sistemas,MD,Lucro Presumido,Alto da Boa Vista,2019-10-21,1,0,oliveiramiguel@sampaio.gov.br,+55 (071) 7620 2965
1008,94.485.862/3945-00,da Cunha - EI,5611-2,Restaurantes e similares,ME,Simples Nacional,Porto Grande,2026-03-05,1,0,gustavobarros@andrade.net,0800-649-9269
1009,47.079.863/2106-00,Monteiro S.A.,8630-5,Atividades de atenção à saúde,MEI,MEI,Vila Margarida,2019-10-23,1,2,melinamendonca@borges.org,+55 71 5586-5877
1010,94.394.570/3943-00,Campos S.A.,4120-4,Construção de edifícios,MEI,MEI,Glória,2025-12-23,1,1,thomassousa@freitas.com.br,(071) 8111-2886
1011,25.376.576/9277-00,Gomes,8650-0,Atividades de saúde humana,GR,Lucro Real,Catiapoa,2020-08-23,1,0,maria-luizapimenta@nascimento.org,81 1827-3372
1012,91.009.004/0476-00,Sousa Rios e Filhos,8650-0,Atividades de saúde humana,MD,Lucro Presumido,Vila Margarida,2023-09-28,1,0,goncalvesalana@nascimento.com.br,(081) 2230 3610
1013,53.365.146/0401-00,Fogaça S.A.,5620-1,Serviços de alimentação,ME,Simples Nacional,Centro,2018-08-12,1,0,machadoalice@fonseca.com.br,+55 81 3097 9238
1014,31.072.011/3798-00,Cassiano Silveira S.A.,8630-5,Atividades de atenção à saúde,EPP,Lucro Presumido,Porto Grande,2020-10-27,1,2,tazevedo@da.br,31 3838 7260
1015,23.166.007/6762-00,Lima S/A,6201-5,Desenvolvimento de software,MEI,MEI,Vila Margarida,2023-07-12,1,1,viniciusda-cruz@araujo.gov.br,(061) 9065-2370
1016,14.473.404/3370-00,da Conceição,9311-5,Academias e fitness,MEI,MEI,Vila Nova,2025-09-25,1,0,da-cruzayla@nogueira.gov.br,(084) 4129-9765
1017,73.045.195/7782-00,Viana,6202-3,Desenvolvimento de sistemas,ME,Lucro Presumido,Esplanada dos Barreiros,2017-07-02,1,2,da-luzemanuel@costa.com.br,31 0264-1607
1018,56.296.575/4278-00,Garcia,6920-6,Atividades contábeis,ME,Simples Nacional,Vila São Jorge,2025-08-12,1,0,luisacunha@ferreira.com.br,0800 145 1953
1019,42.557.782/0582-00,Pacheco e Filhos,9602-5,Cabeleireiros e similares,MEI,MEI,Alto da Boa Vista,2023-04-22,1,0,joaquim22@barros.com.br,51 6538 0443
1020,92.361.618/8081-00,Borges,5310-5,Atividades dos correios,MEI,MEI,Ilha Porchat,2023-07-11,1,0,silveiraanthony-gabriel@porto.gov.br,+55 (071) 6939 6657
1021,35.715.586/8639-00,Teixeira Sousa Ltda.,8630-5,Atividades de atenção à saúde,MD,Lucro Presumido,Jardim Rio Branco,2024-05-22,1,0,mouradante@costela.com.br,0300-428-9266
1022,72.308.172/1436-00,Moreira,9602-5,Cabeleireiros e similares,ME,Simples Nacional,Catiapoa,2025-06-25,1,0,mendescecilia@nunes.org,+55 (081) 3624-6442
1023,30.004.132/1147-00,Pastor Sales S/A,4120-4,Construção de edifícios,MD,Lucro Presumido,Ilha Porchat,2020-01-20,1,1,esampaio@correia.br,+55 (011) 3536-9132
1024,60.945.653/4699-00,Farias - EI,9602-5,Cabeleireiros e similares,MEI,MEI,Vila Nova,2023-07-23,1,1,calebe70@vasconcelos.br,(061) 2156-2827
1025,70.755.047/6816-00,Monteiro Pires - ME,4921-3,Transporte rodoviário coletivo,ME,Simples Nacional,Vila Nova,2019-06-21,1,0,lpinto@cassiano.edu.br,+55 71 3475-2369
1026,70.607.174/8113-00,Sampaio Sá e Filhos,4921-3,Transporte rodoviário coletivo,ME,Lucro Presumido,Vila Nova,2017-11-27,1,0,caldeirajoao-vitor@sa.net,+55 (011) 3783 3358
1027,53.970.548/7396-00,Barros,8599-6,Treinamento e capacitação,MEI,MEI,Vila Bocaina,2022-09-16,1,2,breno77@rezende.com.br,(021) 3511-7618
1028,87.182.749/6804-00,Rezende,5611-2,Restaurantes e similares,EPP,Simples Nacional,Porto Grande,2020-01-15,1,1,caua37@mendonca.com.br,(081) 9873 4379
1029,74.204.956/1213-00,Vasconcelos,4771-7,Comércio farmacêutico,ME,Lucro Presumido,Japuí,2023-11-24,1,0,maya11@pinto.br,0500 813 7610
1030,26.042.359/7371-00,Viana,4330-4,Acabamentos em construção,EPP,Simples Nacional,Vila Bocaina,2025-10-05,1,0,alexandre34@da.br,(084) 9427 7066
1031,99.077.560/8581-00,Gomes,5611-2,Restaurantes e similares,MEI,MEI,Jardim Rio Branco,2019-12-19,1,0,melina20@ferreira.br,+55 (011) 9181-9014
1032,86.111.457/6832-00,Costa Sales - EI,6202-3,Desenvolvimento de sistemas,EPP,Lucro Presumido,Vila Bocaina,2023-11-28,1,0,ana63@duarte.com.br,0900-501-5178
1033,23.785.847/1296-00,Carvalho S/A,5620-1,Serviços de alimentação,MEI,MEI,Alto da Boa Vista,2022-02-07,1,1,ycasa-grande@vieira.br,+55 61 4486-2322
1034,24.260.508/0184-00,Moreira,6202-3,Desenvolvimento de sistemas,MEI,MEI,Catiapoa,2024-11-28,1,0,cnovais@silva.com.br,(021) 3853-2134
1035,25.373.377/7312-00,Caldeira Rocha S/A,6201-5,Desenvolvimento de software,MEI,MEI,Porto Grande,2023-12-21,1,0,fernanda45@alves.com.br,11 2925-0339
1036,28.217.819/2365-00,Costela e Filhos,5310-5,Atividades dos correios,EPP,Simples Nacional,Japuí,2018-01-30,1,0,bryangoncalves@da.com.br,+55 (051) 0376 1826
1037,60.560.356/7932-00,Casa Grande,8630-5,Atividades de atenção à saúde,MEI,MEI,Centro,2017-11-13,1,2,ana-juliada-conceicao@caldeira.gov.br,+55 (071) 4546 9217
1038,23.984.716/9061-00,Moreira,4771-7,Comércio farmacêutico,MD,Lucro Real,Vila Nova,2017-09-12,1,2,diogo85@oliveira.br,(011) 5624-2693
1039,46.475.489/5478-00,Silva S.A.,5611-2,Restaurantes e similares,MEI,MEI,Vila São Jorge,2017-06-12,1,0,mouralivia@monteiro.gov.br,71 0718-6456
1040,51.758.891/4444-00,Duarte Melo - EI,9311-5,Academias e fitness,GR,Lucro Real,Parque Bitaru,2017-10-14,1,1,ksilva@lopes.net,(041) 4263 0032
1041,53.935.435/8644-00,Pinto - ME,4330-4,Acabamentos em construção,MEI,MEI,Porto Grande,2023-09-29,1,0,alexia08@carvalho.gov.br,(051) 5506-5365
1042,43.588.537/9821-00,Casa Grande,4120-4,Construção de edifícios,ME,Simples Nacional,Glória,2016-12-10,1,2,esther16@vargas.gov.br,+55 (051) 6453 3495
1043,95.275.367/4978-00,Freitas - EI,8650-0,Atividades de saúde humana,ME,Simples Nacional,Catiapoa,2020-05-02,1,0,wcampos@azevedo.org,(021) 9513 3123
1044,16.860.134/7789-00,Nogueira e Filhos,8630-5,Atividades de atenção à saúde,MEI,MEI,Cidade Nautica,2019-09-26,1,1,stephanynunes@moreira.com,+55 84 3045 9900
1045,40.679.176/6512-00,Sá,4771-7,Comércio farmacêutico,EPP,Lucro Presumido,Catiapoa,2023-12-12,1,0,augusto35@monteiro.com.br,0800 471 8867
1046,14.188.421/6309-00,Peixoto - EI,6920-6,Atividades contábeis,EPP,Simples Nacional,Centro,2018-07-23,1,2,mendoncaanna-liz@duarte.com.br,+55 (041) 5924 9899
1047,44.633.399/9485-00,Moreira,8599-6,Treinamento e capacitação,MEI,MEI,Alto da Boa Vista,2020-02-12,1,0,gabrielcarvalho@pastor.com,0300-967-7942
1048,95.326.389/0219-00,Rios,5611-2,Restaurantes e similares,MEI,MEI,Esplanada dos Barreiros,2025-03-21,1,1,ypinto@castro.br,(031) 9008-2846
